book_number,chapter_number,book_title,chapter_title,pub_year,cluster_id,cluster_label,chunk_count,narrative_words,sent_count,sent_mean_words,sent_std_words,sent_pct_long,sent_pct_short,pct_questions,flesch_ease,fk_grade,fog_index,ttr,mean_word_len,abstract_ratio,hapax_ratio,hedge_per_1k,assert_per_1k,hedge_assert_ratio,causal_per_1k,contrast_per_1k,additive_per_1k,exemplify_per_1k,i_per_1k,we_per_1k,passive_per_1k,semicolon_per_1k,emdash_per_1k,colon_per_1k,citation_per_1k,self_cite_per_1k,metalinguistic_per_1k,definitional_per_1k,subordinate_per_1k
20,1,Works of 3-D Form,Sculpture: 3-D Form from Wood,2018,15,Three-Dimensional Sculptural Forms and Techniques,16,2004,264,7.59,8.73,2.27,75.38,0.0,61.66,6.37,9.27,0.3161,5.071,0.0115,0.1501,0.0,1.996,0.0,0.0,0.499,1.996,0.0,9.98,0.998,1.996,0.998,0.998,2.994,39.92,0.0,0.0,0.0,1.497
20,2,Works of 3-D Form,Ceramics: 3-D Form from Clay,2018,15,Three-Dimensional Sculptural Forms and Techniques,41,5709,449,12.71,10.58,4.9,43.21,0.0,58.58,8.01,10.83,0.236,5.022,0.0123,0.1161,3.153,0.701,0.8182,0.0,0.701,4.204,1.401,25.048,0.701,3.328,0.701,0.175,4.729,5.605,0.0,0.0,0.876,0.876
20,3,Works of 3-D Form,Architecture: 3-D Form for Living,2018,15,Three-Dimensional Sculptural Forms and Techniques,8,899,209,4.3,5.76,0.48,91.87,0.0,65.65,5.1,7.39,0.3062,5.112,0.0167,0.134,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.337,5.562,1.112,1.112,0.0,41.157,7.786,0.0,0.0,0.0,0.0
20,4,Works of 3-D Form,Reflections: Philosophy of 3-D Form,2018,15,Three-Dimensional Sculptural Forms and Techniques,82,12137,579,20.96,12.19,13.13,11.92,0.17,41.6,12.48,16.12,0.2036,5.2,0.0258,0.0954,2.389,2.225,0.5179,0.659,3.378,2.472,1.895,15.078,1.401,2.554,2.06,5.026,1.977,0.494,0.0,0.082,0.824,2.801
20,5,Works of 3-D Form,Space: Opening Up 3-D Form,2018,15,Three-Dimensional Sculptural Forms and Techniques,10,1432,89,16.09,10.77,13.48,31.46,0.0,56.78,9.18,12.87,0.3047,4.863,0.0109,0.1571,3.492,0.0,1.0,0.0,0.698,4.888,3.492,18.855,0.0,2.793,0.0,2.793,4.888,0.0,0.0,0.0,0.0,2.095
20,6,Works of 3-D Form,Practice: Sculpting 3-D Form in Wood,2018,15,Three-Dimensional Sculptural Forms and Techniques,41,6436,349,18.44,10.14,10.89,20.06,0.0,57.4,9.56,12.87,0.2303,4.86,0.0137,0.1133,2.331,1.554,0.6,0.155,3.574,1.865,0.622,37.601,1.398,1.398,0.622,1.243,3.574,0.466,0.0,0.0,0.311,3.884
20,7,Works of 3-D Form,Catalog: Chronology of Works in 3-D Form,2018,15,Three-Dimensional Sculptural Forms and Techniques,51,5814,1377,4.22,3.54,0.0,89.91,0.0,64.59,5.13,7.02,0.1344,5.16,0.0072,0.0358,0.172,0.0,1.0,0.0,0.172,0.688,0.0,1.032,0.0,0.344,2.408,0.0,54.008,39.732,0.0,0.0,0.0,0.0
18,9,Overview and Autobiographical Essays,Retirement Activities in Chatham (2014-2021),2020,9,Salt Marsh Conservation and Climate Resilience,42,6030,285,21.16,17.08,18.25,15.79,0.0,43.93,12.14,15.54,0.2337,5.176,0.0397,0.1015,2.322,0.995,0.7,0.0,1.99,3.648,0.829,0.332,1.824,2.819,1.824,1.658,3.483,2.653,0.0,0.0,0.332,1.658
18,10,Overview and Autobiographical Essays,My Timeline,2020,15,Three-Dimensional Sculptural Forms and Techniques,17,2048,37,55.35,224.63,8.11,59.46,0.0,-2.54,26.83,31.46,0.3261,5.5,0.0635,0.1625,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.906,0.488,0.0,72.754,0.0,1.465,6.348,1.465,0.0,0.0,0.0
21,1,Dynamic Geometry Game for Pods,Welcome,2020,2,Group Cognition in Dynamic Geometry Learning,13,1222,38,32.18,53.69,21.05,36.84,2.63,13.91,16.83,19.22,0.3986,6.489,0.0474,0.2479,2.455,1.637,0.6,0.0,0.818,0.818,0.0,0.0,0.0,0.0,0.0,0.0,22.095,0.0,0.0,0.0,0.818,0.818
21,2,Dynamic Geometry Game for Pods,Intro for Adventurous Students,2020,13,Dynamic Geometry Construction and Drag Testing,4,533,35,15.23,6.99,0.0,25.71,0.0,58.12,8.84,13.25,0.3507,4.944,0.0173,0.1599,1.876,7.505,0.2,3.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3,Dynamic Geometry Game for Pods,Intro for Parents and Teachers,2020,2,Group Cognition in Dynamic Geometry Learning,5,727,37,19.65,8.54,10.81,5.41,0.0,43.73,11.91,15.51,0.3975,5.392,0.0283,0.2461,0.0,0.0,0.5,0.0,4.127,4.127,2.751,0.0,1.376,1.376,0.0,0.0,5.502,0.0,0.0,0.0,0.0,2.751
21,4,Dynamic Geometry Game for Pods,Game Part A,2020,13,Dynamic Geometry Construction and Drag Testing,10,1455,109,13.35,7.54,3.67,31.19,54.13,72.83,6.21,9.05,0.2168,4.779,0.0322,0.0791,2.062,4.811,0.3,0.0,0.0,1.375,0.687,0.0,0.0,0.687,0.687,0.0,2.749,0.0,0.0,0.0,3.436,0.0
21,5,Dynamic Geometry Game for Pods,Game Part B,2020,13,Dynamic Geometry Construction and Drag Testing,11,1694,90,18.82,12.6,7.78,18.89,38.89,67.22,8.22,10.75,0.2295,4.685,0.0242,0.0998,0.0,6.494,0.0,0.0,0.59,0.59,0.0,2.952,1.181,0.0,0.0,0.0,1.771,0.0,0.0,0.0,1.181,3.542
21,6,Dynamic Geometry Game for Pods,Game Part C,2020,13,Dynamic Geometry Construction and Drag Testing,9,1358,87,15.61,8.59,4.6,26.44,36.78,60.34,8.46,11.45,0.2587,4.987,0.011,0.1088,2.209,6.627,0.25,0.736,1.473,0.736,0.736,0.0,0.0,0.0,0.736,0.0,3.682,0.0,0.0,0.0,6.627,4.418
21,7,Dynamic Geometry Game for Pods,Game Part D,2020,13,Dynamic Geometry Construction and Drag Testing,9,1262,83,15.2,8.89,6.02,26.51,51.81,56.0,9.01,12.63,0.2588,5.1,0.0286,0.0924,7.132,3.17,0.6923,0.0,0.792,1.585,0.792,0.0,0.0,3.17,0.0,0.0,2.377,0.0,0.0,0.0,0.0,0.0
21,8,Dynamic Geometry Game for Pods,Game Part E,2020,13,Dynamic Geometry Construction and Drag Testing,8,1177,66,17.83,11.68,12.12,19.7,33.33,66.92,8.09,11.19,0.2529,4.839,0.0099,0.1147,0.85,6.797,0.1111,0.0,0.85,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.85,0.0
21,9,Dynamic Geometry Game for Pods,Extra Bonus Dynamic Geometry,2020,13,Dynamic Geometry Construction and Drag Testing,46,7093,436,16.27,9.55,7.11,27.52,21.33,55.45,9.33,13.1,0.1438,5.048,0.0297,0.0544,3.243,7.895,0.2911,0.705,1.128,1.269,1.833,1.41,0.564,0.564,0.705,1.551,2.397,0.282,0.0,0.0,2.115,1.833
22,6,Studying Climate Locally: The Future of Chatham’s Marshes,Hydrology Study of Frost Fish Creek,2020,9,Salt Marsh Conservation and Climate Resilience,28,3991,194,20.57,16.03,14.43,19.59,8.76,38.59,12.73,16.5,0.2352,5.362,0.0504,0.1074,3.007,1.253,0.7059,0.501,1.002,4.26,1.002,0.0,1.002,2.005,4.009,0.752,8.269,2.506,0.0,0.0,0.501,1.503
7,21,Essays in Social Philosophy,The Working of Aural Being in Electronic Music,2021,8,Electronic Music and Sound Technology,51,7125,309,23.06,18.35,22.33,19.74,0.97,30.66,14.51,18.86,0.2221,5.428,0.0347,0.1112,3.088,1.825,0.6286,0.421,4.211,2.246,2.807,0.982,2.947,1.263,0.561,5.053,6.456,1.965,0.14,0.0,1.544,1.263
11,1,Essays in Philosophy of Group Cognition,Introduction to CSCL,2021,12,Group Cognition and Collaborative Knowledge Building,76,10179,558,18.26,12.07,11.83,25.99,1.97,21.65,14.55,17.67,0.1931,5.937,0.0487,0.0869,3.831,3.831,0.5,0.589,2.063,2.456,1.67,0.0,3.93,1.081,3.733,3.733,8.645,8.547,2.161,0.0,1.474,1.768
11,2,Essays in Philosophy of Group Cognition,Theories of CSCL,2021,1,Group Processes and Collaborative Knowledge Building,69,8794,491,17.92,13.2,13.85,32.38,1.83,12.39,15.75,19.23,0.2023,6.237,0.0528,0.0887,3.525,1.137,0.7561,0.341,2.388,2.957,2.274,0.114,1.365,0.341,2.957,2.957,7.619,8.415,0.796,0.114,0.796,2.388
11,3,Essays in Philosophy of Group Cognition,Analysis of CSCL,2021,1,Group Processes and Collaborative Knowledge Building,60,8104,485,16.72,12.21,10.1,31.96,0.21,22.21,14.02,17.88,0.2124,5.966,0.0607,0.0935,4.195,2.345,0.6415,0.864,1.234,1.974,4.812,0.247,1.851,1.234,6.54,1.234,8.144,12.34,2.345,0.0,0.617,0.987
11,4,Essays in Philosophy of Group Cognition,Curriculum for CSCL,2021,1,Group Processes and Collaborative Knowledge Building,56,7494,502,14.94,12.22,9.16,39.44,0.0,29.0,12.66,16.01,0.2086,5.893,0.039,0.0872,2.268,1.735,0.5667,0.4,2.936,3.603,1.601,0.4,0.534,2.535,4.537,1.601,9.741,7.206,2.936,0.133,0.534,1.334
11,6,Essays in Philosophy of Group Cognition,Introducing Theoretical Investigations,2021,1,Group Processes and Collaborative Knowledge Building,16,2162,101,21.41,12.28,17.82,11.88,0.0,18.8,15.79,19.49,0.3442,5.939,0.0391,0.189,3.238,2.313,0.5833,0.463,4.625,1.85,2.313,9.713,1.388,4.625,3.238,4.163,5.55,2.775,1.85,0.0,0.0,3.7
11,7,Essays in Philosophy of Group Cognition,A Vision of Group Cognition,2021,1,Group Processes and Collaborative Knowledge Building,107,13932,675,20.64,14.8,17.78,21.33,0.59,17.31,15.79,19.33,0.1751,6.013,0.0445,0.0717,4.091,1.507,0.7308,0.431,2.369,2.01,1.077,0.287,1.723,1.507,3.876,4.091,6.675,5.599,0.933,0.0,1.077,1.866
11,8,Essays in Philosophy of Group Cognition,The Theory of Group Cognition,2021,1,Group Processes and Collaborative Knowledge Building,174,23438,1181,19.86,13.94,16.17,25.66,1.19,20.99,15.04,18.56,0.1372,5.863,0.0512,0.0539,4.011,2.56,0.6104,0.469,2.731,2.645,2.603,0.683,3.2,0.725,3.115,3.499,4.011,5.803,0.64,0.085,1.451,1.792
19,1,Theoretical Investigations: Philosophical Foundations of Group Cognition,Forward,2021,5,Perspectives and Knowledge Construction Systems,14,1572,83,18.94,18.55,13.25,30.12,7.23,25.22,13.86,16.63,0.3784,5.862,0.0632,0.2157,1.908,0.636,0.75,0.0,4.453,1.272,0.0,2.545,12.087,0.0,3.181,1.272,12.087,0.636,0.0,0.636,0.636,3.181
19,2,Theoretical Investigations: Philosophical Foundations of Group Cognition,Introducing Theoretical Investigations,2021,1,Group Processes and Collaborative Knowledge Building,23,3025,147,20.58,12.49,17.01,18.37,0.0,19.26,15.44,18.96,0.3047,5.962,0.0403,0.1657,5.289,3.306,0.6154,0.331,1.983,3.967,1.983,7.273,1.322,2.314,1.983,4.628,5.289,5.289,1.653,0.0,0.0,1.983
19,3,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 1. Advancing a CSCL Vision,2021,1,Group Processes and Collaborative Knowledge Building,116,15295,764,20.02,14.48,17.28,25.13,0.13,17.69,15.55,19.03,0.1669,6.02,0.0461,0.0675,4.446,1.765,0.7158,0.458,2.092,1.896,1.438,0.327,1.7,1.308,3.008,3.727,4.904,4.707,0.654,0.0,1.242,1.7
19,4,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 2. A Theory of Group Cognition in CSCL,2021,1,Group Processes and Collaborative Knowledge Building,174,23513,1243,18.93,14.27,14.96,28.88,1.29,21.58,14.72,18.2,0.1384,5.891,0.0511,0.0539,3.743,2.467,0.6027,0.383,2.807,2.467,2.509,0.723,2.764,0.766,3.062,3.828,5.104,5.614,0.766,0.085,1.318,1.871
19,5,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 15. A Paradigmatic Unit of Analysis,2021,1,Group Processes and Collaborative Knowledge Building,96,13107,723,18.14,14.61,13.97,32.92,0.69,25.6,13.95,17.8,0.181,5.781,0.0492,0.0789,3.357,2.976,0.5301,0.839,2.518,2.06,2.213,2.213,2.06,1.45,4.349,4.044,7.019,7.935,1.831,0.0,1.144,2.289
19,6,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 16. Adopting Group Practices,2021,1,Group Processes and Collaborative Knowledge Building,61,7969,473,16.86,13.97,15.01,35.94,0.42,23.8,13.89,17.64,0.2148,5.922,0.0472,0.0943,3.89,2.635,0.5962,0.627,2.886,1.631,1.38,0.376,7.529,0.502,4.894,5.396,8.031,14.431,5.772,0.125,1.129,2.133
19,7,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 17. Co-experiencing a Shared World,2021,1,Group Processes and Collaborative Knowledge Building,76,10523,668,15.76,14.32,12.13,42.81,17.51,52.28,9.29,12.18,0.1688,5.194,0.0296,0.0633,1.711,1.52,0.5294,0.095,1.425,0.855,0.475,4.276,9.313,0.475,2.851,2.186,6.367,4.751,0.76,0.0,1.806,1.901
19,8,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 18. From Intersubjectivity to Group Cognition,2021,11,Group Cognition in Collaborative Learning,105,14842,632,23.49,16.23,21.84,15.82,0.95,25.73,15.29,19.07,0.1617,5.577,0.0624,0.065,3.167,2.089,0.6026,1.078,2.83,3.032,1.348,7.95,10.713,1.011,2.021,4.582,4.716,4.447,0.809,0.0,2.762,2.223
19,9,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 19. The Constitution of Group Cognition,2021,11,Group Cognition in Collaborative Learning,45,6335,295,21.48,13.47,20.0,18.98,3.05,33.49,13.66,17.53,0.2188,5.504,0.0432,0.1035,2.052,3.473,0.3714,0.474,1.263,1.105,2.21,1.736,5.367,1.736,2.21,4.104,7.577,4.262,1.421,0.158,1.579,2.841
19,10,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 20. Theories of Shared Understanding,2021,11,Group Cognition in Collaborative Learning,61,8542,441,19.39,16.07,18.37,36.28,1.13,29.56,13.69,16.7,0.1897,5.642,0.0425,0.0848,4.566,5.268,0.4643,0.702,2.927,1.522,0.937,0.0,6.673,0.351,5.034,3.161,8.897,9.951,1.639,0.0,1.756,3.044
19,11,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 21. Academically Productive Interaction,2021,11,Group Cognition in Collaborative Learning,45,5974,404,14.81,13.96,11.88,46.29,0.5,33.2,12.04,15.33,0.2278,5.782,0.046,0.1024,3.18,2.511,0.5588,0.335,1.004,0.502,2.846,0.67,2.511,0.335,3.683,6.361,13.559,10.546,3.85,0.0,1.841,1.004
19,12,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 22. Supporting Group Cognition with a Cognitive Tool,2021,7,Group Discourse in Mathematics Problem-Solving,67,9424,485,19.44,14.1,17.94,28.25,1.86,33.33,13.17,16.51,0.1838,5.542,0.0444,0.0804,4.138,2.653,0.6094,0.318,1.804,1.486,2.016,0.106,6.579,1.486,1.91,4.351,6.473,3.82,1.061,0.0,2.122,2.971
19,13,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 23. Sustaining Interaction in a CSCL Environment,2021,7,Group Discourse in Mathematics Problem-Solving,102,14528,871,16.7,12.92,11.94,34.44,1.38,40.35,11.51,15.17,0.1607,5.4,0.0404,0.0657,4.13,2.34,0.6383,0.206,1.514,1.377,1.377,1.308,13.078,0.964,4.199,2.684,7.985,7.227,0.895,0.0,1.032,2.822
19,14,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 24. Viewing Learning and Thinking in Groups,2021,12,Group Cognition and Collaborative Knowledge Building,100,14696,707,20.8,15.26,19.09,24.61,2.69,45.43,11.79,15.14,0.1399,5.217,0.0312,0.0537,3.062,2.177,0.5844,0.544,2.586,1.565,1.429,3.879,7.213,0.476,2.586,3.879,7.553,4.899,1.021,0.0,2.246,2.382
19,15,Theoretical Investigations: Philosophical Foundations of Group Cognition,Investigation 25. Structuring Problem Solving,2021,7,Group Discourse in Mathematics Problem-Solving,101,14304,814,17.59,23.67,11.79,38.21,1.72,45.8,10.69,13.8,0.1633,5.203,0.0435,0.0655,2.727,2.237,0.5493,0.559,1.538,1.748,0.699,2.377,7.55,1.049,5.313,2.587,10.556,5.803,2.027,0.0,1.119,1.888
21,10,Dynamic Geometry Game for Pods,Redesigning Mathematical Curriculum for Blended Learning,2021,2,Group Cognition in Dynamic Geometry Learning,55,7307,460,15.89,12.94,11.3,37.17,0.0,28.38,12.98,16.4,0.2113,5.874,0.0407,0.0883,2.19,1.642,0.5714,0.274,2.6,3.558,2.053,0.411,0.684,3.011,4.927,1.642,8.759,7.253,2.737,0.137,0.411,1.505
22,4,Studying Climate Locally: The Future of Chatham’s Marshes,Frost Fish Creek: A Salt Marsh of Chatham,2021,9,Salt Marsh Conservation and Climate Resilience,3,401,24,16.71,7.18,4.17,16.67,0.0,46.31,10.98,14.56,0.5495,5.322,0.0322,0.3589,7.481,0.0,1.0,0.0,0.0,4.988,0.0,0.0,12.469,0.0,0.0,2.494,9.975,2.494,0.0,0.0,2.494,0.0
22,7,Studying Climate Locally: The Future of Chatham’s Marshes,Priority Project for Frost Fish Creek,2021,9,Salt Marsh Conservation and Climate Resilience,55,7943,381,20.85,14.91,14.17,12.6,0.79,39.23,12.77,16.39,0.1846,5.318,0.0535,0.0772,5.162,0.881,0.8542,0.378,1.133,3.903,1.385,0.0,0.252,0.881,2.896,0.629,5.288,2.014,0.0,0.252,0.126,0.881
22,8,Studying Climate Locally: The Future of Chatham’s Marshes,Videos of Frost Fish Creek & Cockle Cove,2021,9,Salt Marsh Conservation and Climate Resilience,8,1164,61,19.08,12.01,11.48,14.75,0.0,47.93,11.16,14.52,0.3629,5.201,0.0399,0.197,0.0,0.0,0.5,0.0,2.577,4.296,0.0,0.0,6.014,3.436,0.859,2.577,7.732,1.718,0.0,0.0,0.859,3.436
1,12,Marx and Heidegger,EPILOGUE: THE WORKING OF SONIC BEING IN E-MUSIC,2022,8,Electronic Music and Sound Technology,74,10268,468,21.95,14.98,19.02,17.74,1.07,29.84,14.38,18.83,0.1962,5.475,0.0345,0.09,3.506,1.558,0.6923,0.39,3.311,2.824,3.409,0.292,2.63,1.169,3.311,5.941,4.772,6.428,0.487,0.0,1.363,0.974
11,5,Essays in Philosophy of Group Cognition,Technological Artifacts,2022,8,Electronic Music and Sound Technology,73,10240,457,22.41,14.55,20.13,16.19,1.31,29.37,14.55,18.93,0.1963,5.475,0.0352,0.0902,3.809,1.465,0.7222,0.488,3.516,2.832,3.418,0.293,2.637,1.27,2.93,5.469,4.395,6.445,0.488,0.0,1.66,1.27
22,10,Studying Climate Locally: The Future of Chatham’s Marshes,Study of Four Marshes,2022,9,Salt Marsh Conservation and Climate Resilience,29,3908,246,15.89,15.1,10.57,38.21,5.28,37.49,11.68,15.48,0.2344,5.599,0.06,0.1081,2.047,0.256,0.8889,0.0,1.279,2.559,1.535,0.512,0.0,0.512,1.279,0.0,9.212,4.35,0.0,0.0,0.0,0.768
10,3,Essays in Group-Cognitive Science,CSCL for the era of climate change,2023,17,Foundations and Evolution of CSCL,42,5514,382,14.44,13.42,10.21,46.07,0.26,18.06,14.01,17.48,0.2531,6.217,0.0474,0.1185,4.897,0.907,0.8438,0.0,0.363,0.725,2.176,0.544,1.269,2.539,5.441,0.0,10.7,10.881,1.995,0.363,0.725,1.088
13,10,Essays in Collaborative Dynamic Geometry,CSCL for the Era of Climate Change,2023,17,Foundations and Evolution of CSCL,73,9611,513,18.74,14.38,15.01,28.27,1.36,16.09,15.45,19.39,0.203,6.083,0.0439,0.0932,3.642,1.769,0.6731,0.312,1.665,2.497,2.289,0.312,1.977,2.601,5.202,0.208,8.116,7.7,1.249,0.104,0.416,1.561
21,11,Dynamic Geometry Game for Pods,Mathematical Group Cognition in the Anthropocene,2024,2,Group Cognition in Dynamic Geometry Learning,60,7831,442,17.72,13.22,12.9,31.0,0.0,18.76,14.85,18.88,0.2137,6.044,0.0488,0.0968,3.831,1.66,0.6977,0.383,2.171,1.915,2.937,0.0,1.915,1.532,3.448,0.255,8.811,6.129,1.149,0.255,0.255,1.405
22,11,Studying Climate Locally: The Future of Chatham’s Marshes,Study of Nine Marshes,2024,9,Salt Marsh Conservation and Climate Resilience,22,3114,145,21.48,18.53,12.41,16.55,8.28,33.55,13.68,16.89,0.2547,5.497,0.0534,0.12,3.211,0.642,0.8333,0.0,0.0,1.606,1.606,0.0,0.0,1.606,0.321,0.0,8.992,7.707,0.0,0.0,0.642,0.321
22,2,Studying Climate Locally: The Future of Chatham’s Marshes,Climate Change and the Marshes of  South and West Chatham,2025,9,Salt Marsh Conservation and Climate Resilience,50,6918,325,21.29,13.64,16.31,13.23,1.23,43.99,12.17,15.1,0.1998,5.162,0.0313,0.0936,6.938,2.024,0.7742,0.145,2.024,3.18,1.012,0.0,2.168,1.301,1.156,0.289,2.024,0.289,0.0,0.0,2.313,3.18
22,1,Studying Climate Locally: The Future of Chatham’s Marshes,Introduction: Studying Climate Locally,2026,9,Salt Marsh Conservation and Climate Resilience,9,1283,48,26.73,15.65,22.92,6.25,0.0,41.88,13.68,16.99,0.3259,5.124,0.038,0.1836,0.779,0.779,0.5,0.0,0.779,1.559,0.779,21.044,3.118,1.559,1.559,2.338,3.897,0.779,0.0,0.0,0.0,0.0
22,3,Studying Climate Locally: The Future of Chatham’s Marshes,Views of Chatham Neighborhoods,2026,9,Salt Marsh Conservation and Climate Resilience,14,1724,106,16.26,9.16,6.6,27.36,0.0,46.15,10.62,14.18,0.2898,5.273,0.0228,0.1461,5.22,4.06,0.5625,0.58,3.48,4.06,3.48,0.0,0.58,0.58,1.74,0.0,0.58,1.74,0.0,0.0,0.0,2.32
22,5,Studying Climate Locally: The Future of Chatham’s Marshes,The Wonder of Chatham’s Salt Marshes,2026,9,Salt Marsh Conservation and Climate Resilience,13,1654,75,22.05,24.26,14.67,5.33,0.0,45.31,12.17,15.26,0.3616,5.3,0.0405,0.2039,0.0,0.0,0.5,0.0,3.023,3.023,1.209,0.0,4.837,2.418,0.0,1.209,4.232,1.209,0.0,0.0,1.209,3.023
22,9,Studying Climate Locally: The Future of Chatham’s Marshes,Early Study of Bucks Creek / Cockle Cove,2026,9,Salt Marsh Conservation and Climate Resilience,15,2171,71,30.58,20.67,36.62,5.63,0.0,26.09,16.92,20.61,0.2441,5.355,0.0643,0.1026,5.527,0.0,1.0,0.0,0.0,1.382,0.0,0.0,2.303,0.0,0.461,0.0,7.37,2.764,0.0,0.0,0.0,0.0
22,12,Studying Climate Locally: The Future of Chatham’s Marshes,For Further Information,2026,9,Salt Marsh Conservation and Climate Resilience,5,517,20,25.85,31.24,35.0,35.0,0.0,25.1,16.64,19.53,0.4693,5.773,0.0487,0.2942,1.934,0.0,1.0,0.0,0.0,0.0,0.0,13.54,7.737,0.0,9.671,0.0,63.83,0.0,0.0,0.0,0.0,0.0
